text,label,username,likes,datetime,data_type
"Maaf, kalau rumahnya di semarang, tapi kerjanya di luar kota atau pulau, bagaimana jika beliau pulang ke semarang?",neutral,username,0,2020-04-10,development
Kalo rumah nya demak tapi kerja nya di laju ke semarang isi data juga gak nih??,neutral,username,0,2020-04-10,development
Untuk pendatang yang stay 2 hari di semarang apa harus isi data juga min?,neutral,username,0,2020-04-10,development
"Ortu dsmarang tp domisili di demak, klo mau lebaran trus sungkem ama ortu apakah laporan jg?",negative,username,0,2020-04-12,development
@username,neutral,username,0,2020-04-13,development
"Min mau tanya, kalo sy warga tetap Smarang dan Rumah sy Smarang, tp sy habis dari Gunungkidul tdk zona merah, tetap harus mngisi tdk?",negative,username,0,2020-04-14,development
"Mohon bantuannya untuk share informasi - Anak saya PUTRA BAKTI DEWANTO @username menghilangkan diri dari rumah sejak 16 Maret 2020 jam 11.00 sampai hari ini tidak pulang, tidak bisa dihubungi 😭😭😭 mohon dibantu apabila ada pihak yg melihatnya agar dapat menyuruhnya pulang 🙏🙏🙏 keluarga sudah melaporkannya ke PolSek namun sampai hari ini ananda belum juga pulanh dan upload foto seperti berandalan 😭😭😭😭😭 ananda masih sekolah SMP kelas 3, mohon supportnya untuk menyebarkan berita ini agar hati nya tergugah untuk segera pulang 🙏🙏🙏🙏",neutral,username,0,2020-04-14,development
Mohon tanya..kalau dr jakarta via kereta kan ngisi form sidatang.setelah itu apakah nanti dirumah akan di datangi dinas kesehatan ?,neutral,username,0,2020-04-15,development
@username konsulen fav Ritaa♥️,positive,username,1,2020-04-16,development
Alhamdulillah 😇,positive,username,1,2020-04-16,development
Alhamdulillah,positive,username,1,2020-04-16,development
tetap semangat,positive,username,0,2020-04-18,development
@username @username @username,neutral,username,0,2020-04-18,development
"Pak @username @username @username @username minta tlg untuk memberikan pemahaman kpd warga kel. kaligawe kec. gayamsari semarang tentang covid 19. tdk pakai masker, tdk ada physical distancing. terima kasih",negative,username,0,2020-04-18,development
Bisa minta tolong cek dm min. Trims @username,neutral,username,0,2020-04-20,development
genuk banjir min..😭😭,negative,username,0,2020-04-21,development
"@username kalao mau tahu pendaftaran UHC kita sampai mana caranya gimana min? Uda ngajuin awal tahun ini, di puskesmas gayamsari karena lg hamil min. Dan ada anggota keluarga kami yg disabilitas kena epilepsi. Tyap hari minum obat min, dan kontrol tyap bulan pakai umum. Itupun uangnya karena dikasih orang. Karena kami yatim piatu sejak kecil min. Mohon bantuannya min.",negative,username,2,2020-04-21,development
🔥🔥🔥🔥🔥🔥,positive,username,0,2020-04-21,development
Mau tanya kalo daftar UHC Masih bisa tidak ya?,neutral,username,0,2020-04-21,development
"Mau tanya dong, kalo mau ngaktifin BPJS kis yg no sama dengan anggota keluarga yg lain,, lewat email dkk bisa gak ya?",neutral,username,0,2020-04-22,development
Saya pernah dapat dr perusahaan ini tp udah gak aktif hampir satu tahun...kalo daftar uhc bisa gak ya,neutral,username,0,2020-04-22,development
"Anak2 saya di semarang, saya di sby . Pembantu saya pada minta pulang semua. Hanya isi data laporan dan karantina mandiri saja kah? Atau pake ke puskesmas atau ke dinkes?",neutral,username,0,2020-04-24,development
"Selamat sore, mau tanya kenapa ada perbedaan jumlah pasien yg sembuh d web semarang dan web pemprov? Yg benar yg mana? Terima kasih",negative,username,0,2020-04-28,development
Tingkatkan Iman dan Imun #giveawaydariminkes @username Bismillah Iseng” Berkah Ramadhan 🙏🏻,positive,username,1,2020-04-28,development
Tingkatkan iman dan imun #ngabuburitbarengminkes #giveawaydariminkes @username @username @username @username @username @username @username @username @username,positive,username,1,2020-04-29,development
min @username soundnya gak jelas min...gak clear...mbake gak pake mike po....mending pake bagan angka saja...(cuma usul),negative,username,1,2020-04-29,development
Tingkatkan iman dan imun #ngabuburitbarengminkes dan #giveawaydaydariminkes,positive,username,0,2020-04-29,development
Tingkatkan iman & imun @username @username @username @username @username @username,positive,username,2,2020-04-29,development
Tingkatkan iman & imun @username @username @username @username @username #ngabuburitbarengminkes #giveawaydariminkes,positive,username,2,2020-04-29,development
Tingkatkan iman dan imun @username @username @username @username @username #giveawaydariminkes #ngabuburitbarengminkes 😍😍😍😍👏,positive,username,0,2020-04-29,development
Tingkatkan iman dan imun @username @username @username @username @username,positive,username,0,2020-04-29,development
Tingkatkan iman dan imun @username @username @username @username @username #ngabuburitbarengminkes#giveawaydariminkes,positive,username,1,2020-04-29,development
"Halo min, mau tanya jam kerja kantor dkk semarang berubah kah saat ramadhan? Kemarin saya ke kantor untuk urus surat izin penelitian jam 11 kantornya tutup dan tidak ada selebaran pemberitahuan di depan pintu soalnya",negative,username,0,2020-04-29,development
Tingkatkan iman dan imun @username @username @username @username @username #ngabuburitbarengminkes #giveawaydariminkes,positive,username,2,2020-04-29,development
Tingkatkan iman dan imun #ngabuburitbarengminkes #giveawaydariminkes @username @username @username @username @username,positive,username,1,2020-04-29,development
Tingkatkan iman dan imun #ngabuburitbarengminkes #giveawaydariminkes yok ikuti kuisnya @username @username @username @username @username,positive,username,1,2020-04-30,development
"Kyk kenal pembawa acaranya min, titip salam yaa😍",positive,username,0,2020-04-30,development
Masih jomblo nggak min pembawa acaranya? 😍😍,positive,username,0,2020-04-30,development
sepoispoi min 💨💨💨,positive,username,0,2020-04-30,development
reporternya mirip yg main sinetron ya minnn,positive,username,0,2020-04-30,development
Nice😊,positive,username,0,2020-04-30,development
Tingkatkan iman dan imun @username @username @username @username @username,positive,username,0,2020-04-30,development
Seger bgt pembawaan beritanya min..,positive,username,0,2020-04-30,development
Tingkatkan Iman dan Imun. @username @username @username @username @username #ngabuburitbarengminkes #giveawaydariminkes,positive,username,0,2020-04-30,development
Tingkatkan iman dan imun #ngabuburitbarengminkes #giveawaydariminkes yok ikutan kuisnya yaa @username @username @username @username @username,positive,username,1,2020-04-30,development
Tingkatkan iman dan imun #ngabuburitbarengminkes #giveawaydariminkes yok ikutan kuisnya yaa @username @username @username @username @username,positive,username,1,2020-04-30,development
Tingkatkan iman dan imun #ngabuburitbarengminkes #giveawaydariminkes yok ikutan kuisnya yaa @username @username @username @username @username,positive,username,1,2020-04-30,development
Tingkatkan iman & imun @username @username @username @username @username,positive,username,0,2020-04-30,development
tingkatkan iman dan imun @username @username @username @username @username #ngabuburitbarengminkes #giveawaydariminkes,positive,username,2,2020-04-30,development
Tingkatkan iman & imun @username @username @username @username @username #ngabuburitbarengminkes #giveawaydariminkes,positive,username,0,2020-04-30,development
Tingkatkan iman & imun @username @username @username @username @username,positive,username,0,2020-04-30,development
TINGKATKAN IMAN DAN IMUN @username @username @username @username @username #ngabuburitbarengminkes #giveawaydariminkes,positive,username,2,2020-04-30,development
Mba koe kok ra nganggo masker ? Ababmu mambu,positive,username,0,2020-05-01,development
"Mbak e kok panas2 ik, sini aku kasih payung biar teduh..",positive,username,0,2020-05-01,development
Selamat berjuang tim medis indonesia. Jaga kesehatan ❤❤,positive,username,1,2020-05-02,development
Tingkatkan iman dan imun,positive,username,0,2020-05-03,development
"Selamat bertugas Gbu, oiya pos chek point kok skrg tdk ada lagi di Semarang, mhn info, suwun",positive,username,0,2020-05-03,development
Barakallah fii umrik buat bu wakil @username,positive,username,1,2020-05-04,development
"Selamat hari senin juga, untuk mbanya yg ngangenin🤘🤘",positive,username,0,2020-05-04,development
"Min, saran dong, boleh ya? audionya mungkin bisa lebih diperbagus lagi. Soalnya terdengar suaranya menggema.",negative,username,0,2020-05-06,development
"Monggo yg btuh sayuran dan buah segar free ongkir se kab smg,kota smg dan slatiga,bisa download psb bandungan via playstore hp kalian,tnpa minimal order dan skrng order bsuk kirim https://play.google.com/store/apps/details?id=com.newpsbbandungan",positive,username,0,2020-05-07,development
"Ayo min, kita semangat untuk gerak😍",positive,username,0,2020-05-07,development
Cara dapat no puskesmas ya g manaaa geh admin,neutral,username,1,2020-05-07,development
Siip,positive,username,1,2020-05-07,development
Ke gunung pati @username ...kalo pagi di tempat belanja Mash berkerumu,negative,username,0,2020-05-08,development
Seandaimya jika ada warga pendatang dari luar kota tp gak mau karantina mandiri/konfirmasi ke pengurus RT bisa konfirm ke 112 yaaa pak admin ??,negative,username,0,2020-05-08,development
"Selamat bertugas dan tetap semangat buat temen2 tim medis dan staf lainnya di rumah isolasi rumdin walikota Semarang, stay safe....Smoga Alloh SWT membalas kebaikan hati teman2 dgn pahala yg berlipat, rejeki yg melimpah, kesehatan dan kebahagiaan dunia akhirat, Aamiinn Yaa Rabb ❤️",positive,username,1,2020-05-10,development
Caranya ikut ini gmn kak,neutral,username,1,2020-05-10,development
😍😍😍,positive,username,0,2020-05-10,development
semangat untuk para tenaga medis yang sedang bertugas! hats off!❤️,positive,username,0,2020-05-11,development
❤️❤️❤️,positive,username,0,2020-05-12,development
ngeri suhu @username 👏🏻,positive,username,0,2020-05-12,development
makin sehat aja kamu mbak 😂,positive,username,0,2020-05-12,development
mbak ninda sudah g di puskesmas mangkang???,neutral,username,0,2020-05-13,development
Mantulll infone🙌,positive,username,1,2020-05-14,development
Makanya kok ke puskesmas cuma tanya jawab saja tanpa pemeriksaan fisik. Hasilnya masih kontrol terus jadinya.,negative,username,0,2020-05-15,development
Boleh tanya? Untuk pemeriksaan kesehatan BPJS ke rumah sakit tanpa melalui puskesmas bisakah?,neutral,username,1,2020-05-15,development
"Videonya bagus, tapi suara menggema, alangkah baiknya pakai clip on microphone biar lebih jelas, Semoga Covid segera Terputus mata rantainya Amiiinn",negative,username,0,2020-05-16,development
"Lur, check DM lur.. @username",neutral,username,0,2020-05-16,development
Aerox idola @username keno cctv 😁,negative,username,0,2020-05-17,development
@username 😀,neutral,username,0,2020-05-17,development
"ora kok min, Wes 2 sasi neng omah wae. semoga tenkes semua tetap semangat😢",positive,username,0,2020-05-17,development
🤣🤣🤣🤣,positive,username,0,2020-05-17,development
Ladalah😄😄,positive,username,0,2020-05-17,development
@username @username @username,neutral,username,0,2020-05-17,development
Aku lihatnya sedih. Ketika byk orang tdk peduli. Padahal tenaga medis sudah lelah. 😭,negative,username,0,2020-05-17,development
terima kasih nakes nakes jerih payahmu untuk negara maafkan kami yang bandel 😣 maaf maaf terooosss,positive,username,1,2020-05-17,development
"Terima kasih atas jerih payah tenaga medis, kami warga selalu patuh untuk stayhome n menjalankan protokol covid-19, tapi kami juga butuh kerja dan kami tetap kerja untuk mencukupi kebutuhan hidup kami, mohon maaf kami keluar rumah karena ini menyangkut hajat hidup kami. Kami berjanji akan selalu mengikuti prosedur covid-19. Karena bagi kami yg berbahaya bukan hanya Covid tetapi juga dampak ekonomi yg kita tidak tau kapan bencana ini akan berakhir.. karena SPT kita tau belum ditemukannya Covid. Terima ksh",positive,username,1,2020-05-18,development
Salam sehaaaaattttttt💕,positive,username,0,2020-05-18,development
cantikkk bgt host nya😘😘 Salam sehat buat warga semarang @username StaySafe syg😘,positive,username,0,2020-05-18,development
😅😅😅,neutral,username,0,2020-05-18,development
"Keren, Salam sehat 😊",positive,username,0,2020-05-19,development
Koyok kenal suarane.... @username,neutral,username,0,2020-05-19,development
Astaga colabs ku ro khabid dan @username muncul lagi... Selamat datang di republik ketawa rakyat kota Semarang...,neutral,username,2,2020-05-19,development
@username Mas nico kalau dinaikkan di tandu veltbed asyik kayaknya yaa @username,neutral,username,0,2020-05-19,development
😍😍😍😍😍😍👏👏👏👏👏,positive,username,0,2020-05-19,development
Semarang keren😍.Salam Sehat👍🏻,positive,username,0,2020-05-19,development
aduhh kakak akuu 🔥🔥🔥 @username,positive,username,0,2020-05-19,development
Aduuhh kui selimutku kok mbok unthel unthel koyok ngono to mas @username😁,neutral,username,0,2020-05-19,development
host nya cantik bgttt @username gk tahan akuhh,positive,username,0,2020-05-19,development
thx toooo artiiiisss kitaaaa @username yg lain siapa dek kalo punya ig tag sisan 😂😂,positive,username,0,2020-05-19,development
😢😢😢😢😢😢😢,negative,username,0,2020-05-19,development
Lucuuuuuu👏👏👏👏👏,positive,username,0,2020-05-19,development
Salam sehaaaaat ! Stay safe yekiiiii 💕💕💕,positive,username,0,2020-05-19,development
Wkwkkw lucyuu,positive,username,0,2020-05-19,development
Tetap memberikan informasi yang bermanfaat seperti ini ya min😍,positive,username,0,2020-05-19,development
Rapidnya bayar apa free mindkes??,neutral,username,0,2020-05-20,development
😂,positive,username,0,2020-05-20,development
Pasca Lebaran sampling swab lagi min @username semoga hasil swab Nasopharing & Orofaringnya pada negatif semua.,positive,username,1,2020-05-20,development
Wew... Sipp slurr...,positive,username,1,2020-05-20,development
enakan di rumah sih ya emak2 ky aku...blanja bisa on line saaja...semangat petugas mediss..,positive,username,1,2020-05-20,development
Apakah di @username ada rapid test gratis..guna keperluan perjalan dinas keluar kota,neutral,username,0,2020-05-21,development
😢😢😢😢😢,negative,username,0,2020-05-21,development
Mall . Indogrosir . Superindo pada membludak pengunjungnya . #INDONESIATERSERAH#SEMARANGTERSERAH,negative,username,0,2020-05-21,development
Semoga semuanya di sana yg sedang bertugas diberikan kesehatan dan umur yg panjang serta dihindarkan juga dr segala macam penyakit....semangat semuanya.....,positive,username,0,2020-05-21,development
mantap lur😍,positive,username,0,2020-05-21,development
"Jika boleh memberikan saran. Kalau bisa Polri-TNI-satpol pp juga di tes mereka kan juga sering ada dijalankan untuk mengatur masyarakat. kasihan mereka dan juga masyarakat luas yg saling bersinggungan. Seperti buah simalakama. Kalau mereka ada yg positif bisa menular ke masyarakat, kalau masyarakatnya positif bisa menular ke mereka. Terimakasih",negative,username,1,2020-05-21,development
siap min...,positive,username,0,2020-05-22,development
Semoga segera mereda amin 😭,positive,username,1,2020-05-23,development
zz,negative,username,0,2020-05-23,development
Hasil test yg di ada swalayan gimna min?,neutral,username,0,2020-05-24,development
Semangat teman2,positive,username,1,2020-05-25,development
Kalau obat dari rs kariadi kok harus diambil langsung ya? Ngga bisa di delivery,negative,username,0,2020-05-25,development
